content,score,label,word_count,clean_text
Ga bisa belajar dengan leluasa,1,Negatif,5,ga ajar leluasa
Saya mau coba dulu.... Semoga setelah saya download aplikasi ini semoga nilai saya baik,2,Negatif,14,coba moga download moga nilai
Bagus kali ini aplikasi lah dek👍👍👍,5,Positif,6,bagus kali dek
"Makasih banget ruang guru sekarang nilai ulangan aku jadi bertambah dari 
sebelumnya",5,Positif,12,makasih banget ruang guru nilai ulang tambah
"Wah setelah anak saya menggunakan apk ini di semakin jadi pintar saking pintar nya dia make apk ini ga keluar rumah tiap hari hanya untuk menonton video di sini , saya jadi ga yakin",2,Negatif,34,anak apk pintar saking pintar make apk ga rumah tonton video ga
Woy bang kenapa tv semua siaran ruang guru semua gua jadi gak bisa nonton film ku menangis Indosiar pliss bang sisahin 1 aja lah😔,1,Negatif,24,woy bang tv siar ruang guru gua gak nonton film ku menang indosiar pliss bang sisahin
Maaf cuma sedikit aku kasih nilai soalnya daftarnya susah banget sih🤣,2,Negatif,11,maaf kasih nilai daftar susah banget
"Kemarin login dengan akun ruangguru, tapi setelah 3 hari suka logout dengan sendirinya. tolong kasih fitur ""tetap masuk"" biar tidak logout secara tiba-tiba.",2,Negatif,23,kemarin login akun suka logout tolong kasih fitur masuk biar logout tibatiba
"Aplikasi ruang guru sangat membantu ku belajar di rumah,pokoknya seru dh☺️",5,Positif,11,ruang guru bantu ku ajar rumahpokoknya seru dh
halo ruang guru namaku syifa aulia anggraini aku sangat terbantu dengan aplikasi ini pelajaran nya mudah di pahami terimakasih ruang guru,5,Positif,21,halo ruang guru nama syifa aulia anggraini bantu ajar mudah paham terimakasih ruang guru
bagus bagen ruang guru ini lo,1,Negatif,6,bagus bagen ruang guru lo
Aplikasi ruang guru sangat berguna,5,Positif,5,ruang guru guna
"Dengan adanya aplikasi ini, membantu kita untuk memahami pelajaran yang tidak dipahami disekolah, fitur-fiturnya keren, intinya membantu dan yang paling penting tidak membosankan",5,Positif,23,bantu paham ajar paham seko fiturfiturnya keren inti bantu bosan
Dulu sebelum saya pakai ruang guru nilai saya ujian 50 atau 40 Sekarang saya pake ruang guru nilai ujian saya 80 atau 90 Terima kasih ruang guru,5,Positif,27,pakai ruang guru nilai uji pake ruang guru nilai uji terima kasih ruang guru
Kok ruang guru aku keluar sndiri pas di login ini terjadi setelah ku update :(,2,Negatif,15,ruang guru sndiri pas login ku update
"Mantap Recomend banget nih buat anak sekolah, dikarenakan Vidio nya mudah dipahami dan juga ada contoh soal nya Pokoknya recommended banget nih nice",5,Positif,23,mantap recomend banget nih anak sekolah vidio mudah paham contoh pokok recommended banget nih nice
"Dapatkan diskon untuk pembelian paket ruangbelajar dengan kode ANDINSXHGND. Gunakan kodeku ya , berkat ruangguru aku jadi dapet rangking",5,Positif,19,dapat diskon beli paket ruangbelajar kode andinsxhgnd kode berkat dapet rangking
Sangat membantu meningkatkan kapasitas sebagau guri,5,Positif,6,bantu tingkat kapasitas bagau guri
Hmmmmmmm lumayan mbantu sih buat belajar tapi sayang aplikasi kurang cocok buat saya,2,Negatif,13,hmmmmmmm lumayan mbantu ajar sayang cocok
"jujur, agak kecewa karena selalu eror, setiap mau cek jumlah bener/salahnya setelah selesai TO :(",2,Negatif,15,jujur kecewa eror cek benersalahnya selesai to
Ruang guru menghilangkan bimbel orang. Menghilangkan rejeki orang.,1,Negatif,8,ruang guru hilang bimbel orang hilang rejeki orang
Burik lapan bit bikin sakit mata,1,Negatif,6,burik lap bit bikin sakit mata
Harus langganan ya? Saya kira seperti Google tapi untuk belajar....😒😒😥nyesel,1,Negatif,10,langgan google belajarnyesel
BRAINLY TETAP DI HATI,1,Negatif,4,brainly hati
Terima kasih ruang guru sudah meluncurkan Skill academy yang sangat membantu saya mengikuti kelas pelatihan prakerja. Sukses selalu,5,Positif,18,terima kasih ruang guru luncur skill academy bantu ikut kelas latih prakerja sukses
"Halo nama sya Angel aku berterimaksih pda ruangguru dlu aku peringkat 18 
dan karena aku pake ruangguru aku naik jadi peringkat 1 matematika dan aku 
sekarang menggikuti ujian nasional dan aku lolos dan masuk final",5,Positif,35,halo nama sya angel berterimaksih pda dlu peringkat pake peringkat matematika menggikuti uji nasional lolos masuk final
Kenapasih ruang guru harus bayar kan jadi ngerepotin saya mah gamau instal ruang guru,1,Negatif,14,kenapasih ruang guru bayar ngerepotin mah gamau instal ruang guru
Sangat bagus...saya sangat suka dgn aplikasi ini...kita bisa menggunakan waktu kita utk bljar melalui online daripada memakai sosmed....saya sangat suka ...dan apabila kita krg mengerti pelajaran disekolah kita menonton videonya di ruang guru 😍,5,Positif,34,bagussaya suka dgn inikita utk bljar online pakai sosmedsaya suka krg erti ajar seko tonton video ruang guru
UDAH SELESAI NGERJAIN SOAL SUSAH SUSAH AKU TINGGAL BUKA WA BENTAR LANGSUNG NGULANG DARI AWAL HABIS ITU NGERJAIN SOALNYA LAGI TERUS NGELAG AKU GANTI JARINGAN SOALNYA MALAH KE KUMPUL SENDIRI DASAR APK BURIK,1,Negatif,33,udah selesai ngerjain susah susah tinggal buka wa bentar langsung ngulang habis ngerjain ngelag ganti jaring kumpul dasar apk burik
Aplikasi ini bagus banget 😱👌,5,Positif,5,bagus banget
Cara belajar dimana saja dan kapan saja,5,Positif,7,ajar mana
Aing by one sama guru bhs inggris menang we,5,Positif,9,aing by one guru bhs inggris menang we
Setelah ikut bergabung dengan ruang guru saya merasa lebih mudah untuk mengerjakan tugas sekolah saya karena terdapat video yang sangat menarik di tonton mudah ditangkap dan durasi waktunya tidak membuat bosan😊,5,Positif,31,gabung ruang guru mudah tugas sekolah video tarik tonton mudah tangkap durasi bosan
"masa enggak ada buat smk ya? masa sma doang si, pdhl pgn nyoba pke apl ini :(((",1,Negatif,17,smk sma doang si pdhl pgn nyoba pke apl
Mudah paham penjelasan mudah masuk ke otak,5,Positif,7,mudah paham jelas mudah masuk otak
Makasiii ruang guru waktu kelas 7 aku rangking 5 dikelas sekarang aku klas 8 sejak pakek ruang guru aku jadi rangking 1 dikelas😍makasih ruang guru😘♡,5,Positif,25,makasiii ruang guru kelas rangking kelas klas pakek ruang guru rangking dikelasmakasih ruang guru
"BANYAK VIDEO YANG DI BAGIAN QUIZ NYA NGE BUG,belum ada pertanyaan trus yiba tiba langsung ada option A atau B?",2,Negatif,20,video quiz nge bugbelum trus yiba langsung option a b
"Maaf. Padahal saya sudah langganan, kenapa videonya masih kegembok?",2,Negatif,9,maaf langgan video gembok
Ruang guru memang bagus Tapi gak ada materi SMK nya Kalo bisa isi materi SMK juga Apa lagi aku yg di jurusan keperawatan itu juga susah banget,1,Negatif,27,ruang guru bagus gak materi smk kalo isi materi smk jurus awat susah banget
Saya kelas 5 dan saya sedang mengikuti ruang guru dan saya cocok sekali dengan ruang guru jadi belajar menjadi mudah bay😀😀😀😀😀🤩😍🥰🥰,5,Positif,21,kelas ikut ruang guru cocok ruang guru ajar mudah bay
Huh.. bagus banget akhirnya saya bisa peringkat 1 saya tidak menyangka itu saya kira kalau saya ikut ruang guru mungkin saya tidak akan mendapat peringkat terimakasih ruang guru,5,Positif,28,huh bagus banget peringkat sangka ruang guru peringkat terimakasih ruang guru
aku sangat suka sekali sama  aplikasi ini,5,Positif,7,suka
Tetlalu banyak iklannya di tv Coba deh kali-kali Tayangin Hate Commentnya jangan Good comment terus Biar tau apa yg dibenci sama orang dari ruangguru mending belajar di sekolah dari pada disini APLIKASI TERBURUK!!!,1,Negatif,33,tetlalu iklan tv coba deh kalikali tayangin hate commentnya good comment biar tau benci orang mending ajar sekolah buruk
Saya Sangat Suka Belajar Dengan Ruang Guru Dari Pada Main Game Mobile Legends Gak Seru Seru Lah Ini,5,Positif,18,suka ajar ruang guru main game mobile legends gak seru seru
"Saya kecewa. Padahal saya belajar semalem tapi kok pas di pelajaran sekolah beda materi. Kadang kadang juga ada yg bingung, nulisnya materi ini kok keluarnya yg lain dan materi ruangguru beda dengan yang ada di sekolahan ku kenapa yaa....?",1,Negatif,39,kecewa ajar semalem pas ajar sekolah beda materi kadang kadang bingung nulisnya materi keluar materi beda sekolah ku yaa
Gimana cara masuk nya,2,Negatif,4,gimana masuk
Bagus banget ruang guru ini aku suka banget karena banyak soal soal yang mudah dipahami dan waktu aku belum menggunakan ruang guru nilaiku selalu kecil tapi setelah aku mencoba ruang guru ini aku jadi mendapat nilai yang paling tinggi dan aku selalu menjadi juara 1 disekolah TERIMAKASIH RUANG GURU😊😊😊😊😊😄,5,Positif,49,bagus banget ruang guru suka banget mudah paham ruang guru nilai coba ruang guru nilai juara seko terimakasih ruang guru
ini ga membantu saya,1,Negatif,4,ga bantu
"harap keapda ruang guru,, jangan spam kalo daa gak join lagii,,, ini daaa berapa kali di blok masi aja di spam pakai nmor lain",1,Negatif,24,harap keapda ruang guru spam kalo daa gak join lagi daaa kali blok mas spam pakai nmor
Aplikasinya tidak menyediakan semua jawaban soal. Dan jawaban banyak yg berbeda membuat saya binggung. plis tolong di perbarui aplikasinya,1,Negatif,19,aplikasi sedia beda binggung plis tolong baru aplikasi
"ruangguru the best, terbaik, terkeren, terbagus, terrr semua dehhh. bingung aku mau jelasin nya gmnaa pkknya intinya tuh rung guru hebat!! lima jempol deh buat ruangguru. bahayaa bnget nihh klo satu indonesia tau ttg app ini bisa2 saingan aku bertambah😅😅 semangat dan sukses terus ruangguru",5,Positif,45,the best baik keren bagus terrr dehhh bingung jelasin gmnaa pkknya inti tuh rung guru hebat jempol deh bahayaa bnget nihh klo indonesia tau ttg app saing tambah semangat sukses
Aku paham banget sama vidio2 nya terima kasih ruangguru,5,Positif,9,paham banget vidio terima kasih
Memang semua yg bekerjasama dengan Jokowi ga ada bagus bagusnya,1,Negatif,10,bekerjasama jokowi ga bagus bagus
penjelasannya mudah di mengerti tapi yg kurang bagi saya perbanyak lagi soalnya plss,4,Positif,13,jelas mudah erti banyak plss
Semenjak saya nonton ruangkeluarga saya jadi tertarik untuk ajaran baru di ruang guru makasih ruang guru,5,Positif,16,semenjak nonton ruangkeluarga tarik ajar ruang guru makasih ruang guru
Kalau salah masuk akun susah banget mau log out dipaksa terus disuruh ngisi data,2,Negatif,14,salah masuk akun susah banget log out paksa suruh ngisi data
Ruang guru sangat membantu saya dalam belajar,5,Positif,7,ruang guru bantu ajar
"tolong ya diperbaiki kembali bug pada video, sering kali video menjadi rusak dan hanya menayangkan tampilan berwarna hijau sehingga saya tidak dapat mencatat penjelasan dari tutor. Terimakasih saya jadi kesulitan belajar untuk ujian akhir semester",1,Negatif,35,tolong baik bug video kali video rusak tayang tampil warna hijau catat jelas tutor terimakasih sulit ajar uji semester
"Jangan Muncul Lagi Dong Di TV, Gue Gasuka😠😠😠😠😠,Nyusahin Tau Gk, Gue Mau Nonton TV Gk Bisa😠😠😠😠, Mau Nonton TV eh Malah Elu Yg Muncul😠😠😠😠😠😠, Saran Gue : Jangan Muncul Lagi Di TV😠😠😠😠🙏🏻",1,Negatif,32,muncul tv gue gasukanyusahin tau gk gue nonton tv gk nonton tv eh elu muncul saran gue muncul tv
bagus banget dan pelajaran bisa jadi mudah dan gampang banget,5,Positif,10,bagus banget ajar mudah gampang banget
Wow saya suka dengan bimbel online ini karna rapot saya kemarin c semua sekarang bisa jadi bagus TERIMAKASIH Ruang Guru,5,Positif,20,wow suka bimbel online karna rapot kemarin c bagus terimakasih ruang guru
"Susah benar ya, seakan-akan orang miskin dilarang belajar diapplikasi ini.",1,Negatif,10,susah seakanakan orang miskin larang ajar diapplikasi
"parahhh, TO 26 tidak dikasih tau nilainya.... trus klo gitu apa gunanya ribuan orang mengerjakan TO???. cuma dengan rencana/siasat supaya orang2 datang ke cabang academy dan mengambil sendiri hasilnya. parahhh",1,Negatif,30,parahhh to kasih tau nilai trus klo gitu guna ribu orang to rencanasiasat orang cabang academy ambil hasil parahhh
"Dari nilai mtk saya 30,70,80 sekarang jadi 90,95,bahkan nilai saya adalah nilai tertingi di kelas terima kasih ruang guru",5,Positif,19,nilai mtk nilai nilai tingi kelas terima kasih ruang guru
Bagus ruang guru mumpum sekarang lagi belajar online gratis,4,Positif,9,bagus ruang guru mumpum ajar online gratis
"Projokowi,, maaf saya uninstal.",1,Negatif,4,projokowi maaf uninstal
"Keren banget aku suka smoga nilaiku bisa meningkat ya,amin🙏",5,Positif,9,keren banget suka smoga nilai tingkat yaamin
"pembahasan prediksi un nya membosankan, gak beranimasi seperti video belajar biasanya",1,Negatif,11,bahas prediksi un bosan gak animasi video ajar
"Terbukti nyambar ilmu nya pengajar walaupun lewat vidio, pelajran fisika aq dlu paling g suka dan pasti kalo Ulangan harian dapet nya 50,60 di bawah kkm trs, tpi abis nonton vidio pelajaran** di ruang guru terutama fisika dan yang laen, aq sekrang jadi suka fisika kalo Ulangan harian dapet nya 90 ke atas temen** q aja pada kaget, yang pasti guru q bangga hiks..hiks..hiks g maksud sombong ya guys✌😀cuman rekomendasi buat temen** yang masih ragu sama ruang guru💜",5,Positif,78,bukti nyambar ilmu ajar vidio pelajran fisika aq dlu g suka kalo ulang hari dapet kkm trs tpi abis nonton vidio ajar ruang guru fisika laen aq sekrang suka fisika kalo ulang hari dapet temen q kaget guru q bangga hikshikshiks g maksud sombong guyscuman rekomendasi temen ragu ruang guru
iiiiiiiiiiiii😱😱😱😱😱😱ni aplikasi jelek banget gk berguna beneran dah sueeeeeeerrrrrr mahal di bimble gw mah 230.000 rp mah dapet tas pensil dan perlengkapan yg ada bikin anak tambah bodoh main gejet bikin radiasiii mata emang kalian mau tanggung jawad,1,Negatif,38,iiiiiiiiiiiiini jelek banget gk guna beneran dah sueeeeeeerrrrrr mahal bimble gw mah rp mah dapet tas pensil lengkap bikin anak bodoh main gejet bikin radiasiii mata emang tanggung jawad
Waktu dowlod aku sudah daftar tapi disitu ada gangguan karena saya di suruh buat profil untuk perkenalkan diri eh tapi saya isi dia bilang no telpon sudah terdaftar tapi kok masih kayak gitu gara gara itu aplikasi nya jadi teruninstal jadi saya gak mau lagi menginstall aplikasi ini 😔😔😔😔 percuma dowlod 2 kali cuma ngabisin kuota aja sangat! Kecewa 😔😔😭😭😭.mohon diperbarui ya kalo sudah di perbaiki saya baru mau mendwonlod nya lagi ok😑😑😑,1,Negatif,73,dowlod daftar situ ganggu suruh profil kenal eh isi bilang no telpon daftar kayak gitu gara gara teruninstal gak menginstall dowlod kali ngabisin kuota kecewa mohon baru kalo baik mendwonlod ok
Sangat membran tu untuk belajar di rumah,5,Positif,7,membran tu ajar rumah
"Adminnya baik sekali akan menjawab pertanyaan dari orang orang :) makasih 
atas bimbingannya ruang guru",5,Positif,15,adminnya orang orang makasih bimbing ruang guru
Semua serba beli apa yah?,1,Negatif,5,serba beli yah
BAGUS. SEKALI. FIDIO. RUANGGURU 👍👍👍,1,Negatif,5,bagus fidio
Nice bgt si yaa😅,5,Positif,4,nice bgt si yaa
Ruang guru gimana sh Pdhl aku udah hapus aplikasinya  tapi ada sms :  Katanya selamat menikmati belajar Kan udah di hapus aplikasinya HUUUU BAlAS jangan pernah wa lg ya,1,Negatif,29,ruang guru gimana sh pdhl udah hapus aplikasi sms selamat nikmat ajar udah hapus aplikasi huuuu balas wa lg
Mantap Dulu nilai mtk saya 90 - 100 Setelah donload aplikasi ini mtk saya jadi 40 Pro kau bngsd,1,Negatif,19,mantap nilai mtk donload mtk pro kau bngsd
"Ruang guru cicing,pletan,kuda cuki.gak bisa login anjing",1,Negatif,7,ruang guru cicingpletankuda cukigak login anjing
"Mantap ya aplikasi ruang guru ini, menambah ilmu dan wawasan Sukses buat kita semua 👍👍👍",5,Positif,15,mantap ruang guru tambah ilmu wawas sukses
"Keren,,insha Allah aku bisa jadi orang yang lebih baik dari sebelumnya,,say suk apk ini",5,Positif,14,kereninsha allah orang sebelumnyasay suk apk
applikasi yang sangat bagus dan sangat membatu sekali,5,Positif,8,applikasi bagus batu
"Aplikasi Ruangguru ini bermanfaat banget, apalagi buat yg mau UN. Pokoknya suksess slalu buat Ruangguru! 😘😘😘",5,Positif,16,manfaat banget un pokok suksess slalu
"Aplikasi ga masuk akal , paketnya mahal-mahal semua,, mending pindah ke les online aja, fasilitas nya bagus dan harganya lebih masuk akal. Ga ada jaminan anda lulus ini atau itunya, katanya ada klinik PR yang bisa di akses kapan ajah, nyatanya cuma 1 kali seminggu, itupun program reguler",1,Negatif,48,ga masuk akal paket mahalmahal mending pindah les online fasilitas bagus harga masuk akal ga jamin lulus itu klinik pr akses ajah kali minggu itu program reguler
Saya Kasih Bintang 5 Dulu Ya Soalnya Saya Baru Download,4,Positif,10,kasih bintang download
"Waktu mendaftar ada utk smk,sudah masuk semua hanya untuk smk",2,Negatif,10,daftar utk smksudah masuk smk
Bintang 1 dulu deh Tolong dong resolusi video nya di kurangin agar tidak lag kalo paket kuota nya mau habis agar tetap bisa di tonton dengan enak kalo tidak ada lag Tolong ya ka di kurangin resolusi video nya,1,Negatif,39,bintang deh tolong resolusi video rangin lag kalo paket kuota habis tonton enak kalo lag tolong ka rangin resolusi video
smogah sukses slalu ruang guru sya peserta prakerja senang dengan da ny ruang guru bnyak sy dpat pengetahui😊,5,Positif,18,smogah sukses slalu ruang guru sya serta prakerja senang da ny ruang guru bnyak sy dpat tahu
cara yang diberikan tidak sesuai,1,Negatif,5,sesuai
"Ruang Guru ini sangat hebat sekali materi nya semua sama,sama yang di buku, aku kasih bintang 2 dulu ya",1,Negatif,19,ruang guru hebat materi samasama buku kasih bintang
Saya tidak bisa melihat,1,Negatif,4,
"halo kak mau nanya, di ruang guru ini, klo mau daftar sebelum melakukan pembelian paket langganan, harus pakai email sendiri ya?, bisa gak pakai email orang tua tapi pakai nama kita?, tolong dijawab ya kak",5,Positif,35,halo kak nanya ruang guru klo daftar beli paket langgan pakai email gak pakai email orang tua pakai nama tolong kak
Setelah ada ruang guru...saya gk perlu ke sekolah lagi...krna semua udah lengkap di ruang guru...cukup hp dan kuota..mkasih ruang guru,5,Positif,20,ruang gurusaya gk sekolah lagikrna udah lengkap ruang gurucukup hp kuotamkasih ruang guru
yaampunnn semua mata pelajaran mudah dipahami jadi lebih mudah buat belajar,5,Positif,11,yaampunnn mata ajar mudah paham mudah ajar
Semoga aplikasi ini membantu💗,5,Positif,4,moga bantu
"Di latihan topik sbm geografis, hasilnya selalu trjadi masalah. Sudah di upgrade,tetap aja.",1,Negatif,13,latih topik sbm geografis hasil trjadi upgradetetap
Terima Kasih Ruang Guru,5,Positif,4,terima kasih ruang guru
"Gara gara ruang guru, aku jd g bisa liat film favorit kan:(",1,Negatif,12,gara gara ruang guru jd g liat film favorit
terima kasih ruangguru dengan aplikasi ini sy lebih giat belajarnya. thanks,5,Positif,11,terima kasih sy giat ajar thanks
"Ga berguna soalnya saya belajar kelas6 SD bayar dan saya satu Minggu lagi 
saya ingin UN terus masa harus bayar sebulan kan aneh terus ga bisa seminggu",1,Negatif,27,ga guna ajar kelas sd bayar minggu un bayar bulan aneh ga minggu
Kak aku mo nanya ruang guru bayar apa gratis aku di wasap aku panikk,2,Negatif,14,kak mo nanya ruang guru bayar gratis wasap panikk
"Saya kecewa, kenapa ada acara ruang guru di tv, jadi mengganggu acara lainnya",1,Negatif,13,kecewa acara ruang guru tv ganggu acara
Lama bgt download nya males dah,1,Negatif,6,bgt download males dah
sangat bagus sekali untuk belajar anak di rumah,5,Positif,8,bagus ajar anak rumah
"Ruang guru mencakup semua pelajaran di sekolah,sehingga pelajaran di sekolah bisa diulang dirumah melalui ruang guru 😄😋thank you ruang guru 😘😘😘😘",5,Positif,21,ruang guru cakup ajar sekolahsehingga ajar sekolah ulang rumah ruang guru thank you ruang guru
kenapa tidak bisa dibuka,1,Negatif,4,buka
Membantu aku untuk mengerjakan soal- soal susah dan ada pembahasan agar aku bisa tahu bagaimana cara mengerjakan soal. Terima Kasih Ruang Guru,5,Positif,22,bantu susah bahas terima kasih ruang guru
"Aplikasi keren banget, sangat membantu siswa dalam belajar dimana pun dan kapanpun",5,Positif,12,keren banget bantu siswa ajar mana
Kak tolong di berhentik in yang provisi nya,1,Negatif,8,kak tolong berhentik in provisi
Kok ngak bisa di buka,1,Negatif,5,ngak buka
Tolong gurunya di cek lagi karena saya dapat guru yang cuma nge troll dan ngehabisin coin saya,1,Negatif,17,tolong guru cek guru nge troll ngehabisin coin
Makasih udah buat saya paham dengan materi yang sulit,5,Positif,9,makasih udah paham materi sulit
Apk yang sangat bagus penjelasan rapih dan pokoknya bagus lah .terima kasih ruangguru,5,Positif,13,apk bagus jelas rapih pokok bagus terima kasih
Assalamualaikum teman² ternyata seru banget loh belajar di ruang guru untuk vidio pembelajarannya terus kalo kita salah menjawab soalnya di situ nanti ada pembahasannya terus ada rangkumannya juga loh poko nya seru banget belajar pake aplikasi ruang guru....makanya yang belum menginstal aplikasi ruang guru segera di donwlod ya👍,5,Positif,48,assalamualaikum teman seru banget loh ajar ruang guru vidio ajar kalo salah situ bahas rangkum loh poko seru banget ajar pake ruang gurumakanya menginstal ruang guru donwlod
menurut saya ini bimbel online yang paling efektif 😉👍 cocok banget buat belajar karena materi dibuat dalam bentuk video animasi yang nggak bikin bosen durasinya juga pendek dan ada banyak latihan soalnya 👍 dan yang paling penting bisa hemat waktu karena nggak perlu repot les keluar rumah 😊,5,Positif,48,bimbel online efektif cocok banget ajar materi bentuk video animasi nggak bikin bosen durasi pendek latih hemat nggak repot les rumah
Aku suka banget karena kalau ada ulangan/pas gampang untuk belajar di ruangguru😃😃😁👍,5,Positif,12,suka banget ulanganpas gampang ajar
Ruang guru sangat membantu..apalagi masa pandemi begini..pokok nya sukses selalu..terima kasih,5,Positif,11,ruang guru membantuapalagi pandemi beginipokok sukses selaluterima kasih
Sangat mudah untuk memahami materi,5,Positif,5,mudah paham materi
"gilaaaaa!!! ini ruang guru keren bangetttt, klen yang belum berlangganan ayo berlangganan sekarang dan berprestasi lewat ruang guru!!!",5,Positif,18,gilaaaaa ruang guru keren bangetttt klen langgan ayo langgan prestasi ruang guru
alhamdullilah nilai metikku mendapat 100 berkat ruang guru.thanks ruang guru.,5,Positif,10,alhamdullilah nilai metikku berkat ruang guruthanks ruang guru
Gara gara ruang guru saya sudah mendapatkan nilai terbagus di sekolah dari nilai 60 70 56 sampai ke 95 99 100,5,Positif,21,gara gara ruang guru nilai bagus sekolah nilai
ruang guru membantu saya belajar,5,Positif,5,ruang guru bantu ajar
"Ruang guru memang keren, berkualitas dan terpercaya. Bimbingan belajar yang sangat lengkap dan pembelajaranya sangat bagus dan mudah dipahami,mantap pokoknya",5,Positif,20,ruang guru keren kualitas percaya bimbing ajar lengkap pembelajaranya bagus mudah dipahamimantap pokok
kenapa gua udah berlaggnan 2 tahun sesudah saya perbarui berlagganan 2 tahunnya hilang tolong dijawab !!!!!!!,1,Negatif,16,gua udah berlaggnan baru berlagganan tahun hilang tolong
Wah aplikasi ruang guru ini sangat bermanfaat saya mengasih 5 bintang karna aplikasi ini bagus dan penjelasan nya punsangat pas untuk di mengerti,5,Positif,23,ruang guru manfaat asih bintang karna bagus jelas punsangat pas erti
Kenapa punya saya tidak ada suara,1,Negatif,6,suara
"kenapa sih,ruang guru saya lihat vidio pelajaran nya,kok yang keliatan,foto kartun,ruang guru di update dong",1,Negatif,15,sihruang guru lihat vidio ajar nyakok keliatanfoto kartunruang guru update
Kok donwlondnya lama ya. Biasanya saya donwlond aplikasi Cepat kok. Ini kok lama saya udh nunggu 2 jam an,1,Negatif,19,donwlondnya donwlond cepat udh nunggu jam an
Ruangguru pokonya ter-d'best lah yg pernah aku temuin,5,Positif,8,poko terdbest temuin
Haram mal gak penting dan tidak ada pelajaran sama sekali karena kualitas videonya tidak bagus tidak ada audionya sama sekali,1,Negatif,20,haram mal gak ajar kualitas video bagus audio
"seneng banget pake ruang guru jadi belajar kita bisa jadi lebih mudah, terus kalo ada kendala pasti selalu di respon cepat oleh tim nya. terimakasih ruang guru",5,Positif,27,neng banget pake ruang guru ajar mudah kalo kendala respon cepat tim terimakasih ruang guru
"Belajar di ruang guru jadi levih gampang,bagus bangat deh aplikasinya 
prestasiku jadi lebih menambah",5,Positif,14,ajar ruang guru levih gampangbagus bangat deh aplikasi prestasi tambah
"Bagus , cepat , banyak soal , vidio banyak , bermanfaat ,",1,Negatif,12,bagus cepat vidio manfaat
Ruang guru emang sangat bermanfaat banget,5,Positif,6,ruang guru emang manfaat banget
Apaan ini kok nonton vidio banyak bafering nya tolong si diperbaiki lagi jaringannya jangan kayak gini pliss nanti kalo udah diperbaki saya tambahin bintang jadi 5 bintang masa aplikasi top nonton vidio ngga lancar padahal kan udh bayar harus nya nonton vidionya lancar,1,Negatif,43,nonton vidio bafering tolong si baik jaring kayak gin pliss kalo udah baki tambahin bintang bintang top nonton vidio ngga lancar udh bayar nonton vidionya lancar
Dear ruang guru kalo ngehack tv tuh jangan banyak banyak cukup 1 atau 2 siaran,1,Negatif,15,dear ruang guru kalo ngehack tv tuh siar
Saya sangat senang belajar di sini karna saya lebih mudah memahaminya,5,Positif,11,senang ajar karna mudah paham
sangat baguss dan sangat nyambung semoga bisa membantu saya menjadi juara kelas,5,Positif,12,baguss nyambung moga bantu juara kelas
Anak ku bisa jadi juara karena ruang guru,5,Positif,8,anak ku juara ruang guru
Baguss banget mudah di pahami semua materi yang di jelaskan dan peringkat aku juga naik bagus deh 🔥🔥,5,Positif,18,baguss banget mudah paham materi peringkat bagus deh
sukaaa tapii bayarr aku mintaa ayahh akuu bayarin bisaa rank 1 donkkkk,5,Positif,12,sukaaa tapi bayarr mintaa ayahh akuu bayarin bisaa rank donkkkk
apa ada pelajaran MI,1,Negatif,4,ajar mi
"Dengan App Ruang Guru Ini Saya sangat berterimakasih yg asal nya nilai MTK Saya 40,50,60 yg sekarang berubah menjadi 15,25,10 Dan bahkan dpt nilai 0 Terimakasih Ruang Guru Salam dari Brainly",1,Negatif,31,app ruang guru berterimakasih nilai mtk ubah dpt nilai terimakasih ruang guru salam brainly
lumayan enak sih belajar di sini saya saran ada fitur untuk menanya pada kakak kakak nya,5,Positif,16,lumayan enak ajar saran fitur kakak kakak
sangat berguna untuk siswa,5,Positif,4,guna siswa
Ruang guru emang ok,4,Positif,4,ruang guru emang ok
banyak banget kumpulan soalnya. The Best Ruang Guru,5,Positif,8,banget kumpul the best ruang guru
Pertama kali saya download ruang guru matematika saya dapat nilai seratus 💯 nya itu ada empat terimakasih atas semua bimbingan belajar dari ruang guru,5,Positif,24,kali download ruang guru matematika nilai ratus terimakasih bimbing ajar ruang guru
Waw hebat ruang guru membantu belajar anak anak,5,Positif,8,waw hebat ruang guru bantu ajar anak anak
saya mendapat nilai bagus,1,Negatif,4,nilai bagus
Apk nya burik..... canda burik,2,Negatif,5,apk burik canda burik
Dengan ruang guru aku jadi lebih suka belajar Asikk bangett Makasih ruang guru,5,Positif,13,ruang guru suka ajar asikk bangett makasih ruang guru
ruang guru goblok masaa traot peke kode aapan coba goblok padalhal udah masukain dengan benar tapi gak bisa ruang guru anjing,2,Negatif,21,ruang guru goblok masaa traot peke kode aapan coba goblok padalhal udah masukain gak ruang guru anjing
"Tolong lah rg kalo iklan ditv banyak amat,pengen nonton aja susah.tolong lah iklan sewajarnya aja sih ga semua orang mau nonton rg padahal udh belajar 🙏",2,Negatif,26,tolong kalo iklan ditv amatpengen nonton susahtolong iklan wajar ga orang nonton udh ajar
Kenapa minta nomor. Telpon terus tolong perbaiki ruang guru nya,2,Negatif,10,nomor telpon tolong baik ruang guru
"Tolong turunin mb nya. ntah jadi berapalah soalnya mb hp nya tinggal 206 mb.nanti kalo udah bisa di instal,saya naikkan bintangnya jadi 5. Oke 😊",1,Negatif,25,tolong turunin mb ntah mb hp tinggal mbnanti kalo udah instalsaya naik bintang oke
